Day of Start Time,Location Name,Shift Name,Avg. Performance
18-Jan-20,Packing Line 01,2nd,1.040323277
20-Jan-20,Packing Line 01,2nd,0.725077502
21-Jan-20,Packing Line 01,2nd,0.585856972
22-Jan-20,Packing Line 01,2nd,0.399963222
23-Jan-20,Packing Line 01,2nd,0.641051483
24-Jan-20,Packing Line 01,2nd,0.398479662
27-Jan-20,Packing Line 01,2nd,0.278568535
28-Jan-20,Packing Line 01,2nd,0.6248209
29-Jan-20,Packing Line 01,2nd,0.700270081
30-Jan-20,Packing Line 01,2nd,0.627603874
31-Jan-20,Packing Line 01,2nd,0.488765678
3-Feb-20,Packing Line 01,2nd,0.603145285
4-Feb-20,Packing Line 01,2nd,0.48792366
5-Feb-20,Packing Line 01,2nd,0.55655201
6-Feb-20,Packing Line 01,2nd,0.381879845
7-Feb-20,Packing Line 01,2nd,0.313920555
10-Feb-20,Packing Line 01,2nd,0.189817505
11-Feb-20,Packing Line 01,2nd,0.405777054
12-Feb-20,Packing Line 01,2nd,0.292192497
13-Feb-20,Packing Line 01,2nd,0.273471775
14-Feb-20,Packing Line 01,2nd,0.619376259
17-Feb-20,Packing Line 01,2nd,0.802137146
18-Feb-20,Packing Line 01,2nd,0.726079483
19-Feb-20,Packing Line 01,2nd,0.349724121
20-Feb-20,Packing Line 01,2nd,0.797286644
21-Feb-20,Packing Line 01,2nd,0.40737587
24-Feb-20,Packing Line 01,2nd,0.688306656
25-Feb-20,Packing Line 01,2nd,0.465042648
26-Feb-20,Packing Line 01,2nd,0.501930847
27-Feb-20,Packing Line 01,2nd,0.781253662
28-Feb-20,Packing Line 01,2nd,0.454194794
29-Feb-20,Packing Line 01,2nd,0.526726303
2-Mar-20,Packing Line 01,2nd,0.677452431
3-Mar-20,Packing Line 01,2nd,0.734701614
4-Mar-20,Packing Line 01,2nd,0.410922089
5-Mar-20,Packing Line 01,2nd,0.741763153
6-Mar-20,Packing Line 01,2nd,0.677947865
7-Mar-20,Packing Line 01,2nd,0.460795771
8-Mar-20,Packing Line 01,2nd,0.634767342
9-Mar-20,Packing Line 01,2nd,0.78572258
10-Mar-20,Packing Line 01,2nd,0.908392677
11-Mar-20,Packing Line 01,2nd,0.703840942
12-Mar-20,Packing Line 01,2nd,0.688849335
13-Mar-20,Packing Line 01,2nd,0.733290291
14-Mar-20,Packing Line 01,2nd,0.631100578
15-Mar-20,Packing Line 01,2nd,0.662082214
16-Mar-20,Packing Line 01,2nd,0.733998756
17-Mar-20,Packing Line 01,2nd,0.678309631
18-Mar-20,Packing Line 01,2nd,0.564057541
20-Mar-20,Packing Line 01,2nd,0.927449341
22-Mar-20,Packing Line 01,2nd,0.634249458
23-Mar-20,Packing Line 01,2nd,0.49584362
29-Mar-20,Packing Line 01,2nd,0.712422905
30-Mar-20,Packing Line 01,2nd,0.608493729
1-Apr-20,Packing Line 01,2nd,0.670294495
2-Apr-20,Packing Line 01,2nd,0.688892097
3-Apr-20,Packing Line 01,2nd,0.617233505
6-Apr-20,Packing Line 01,2nd,0.709367371
7-Apr-20,Packing Line 01,2nd,0.738906403
8-Apr-20,Packing Line 01,2nd,0.749738083
9-Apr-20,Packing Line 01,2nd,0.656208191
10-Apr-20,Packing Line 01,2nd,0.523081385
2-Jan-20,Packing Line 01,1st,0.825270538
3-Jan-20,Packing Line 01,1st,0.786377716
4-Jan-20,Packing Line 01,1st,0.789064789
6-Jan-20,Packing Line 01,1st,1.707167625
7-Jan-20,Packing Line 01,1st,0.687641087
8-Jan-20,Packing Line 01,1st,0.727510974
9-Jan-20,Packing Line 01,1st,0.789459839
10-Jan-20,Packing Line 01,1st,0.767249527
11-Jan-20,Packing Line 01,1st,0.70235054
13-Jan-20,Packing Line 01,1st,0.859801407
14-Jan-20,Packing Line 01,1st,0.725241356
15-Jan-20,Packing Line 01,1st,0.703913193
16-Jan-20,Packing Line 01,1st,0.513166237
17-Jan-20,Packing Line 01,1st,0.734063797
18-Jan-20,Packing Line 01,1st,0.751836853
20-Jan-20,Packing Line 01,1st,0.432062569
21-Jan-20,Packing Line 01,1st,0.663436432
22-Jan-20,Packing Line 01,1st,0.771963615
23-Jan-20,Packing Line 01,1st,0.702549057
24-Jan-20,Packing Line 01,1st,0.829903564
27-Jan-20,Packing Line 01,1st,0.54845376
28-Jan-20,Packing Line 01,1st,0.807505646
29-Jan-20,Packing Line 01,1st,0.725683365
30-Jan-20,Packing Line 01,1st,0.429719467
31-Jan-20,Packing Line 01,1st,0.829959412
2-Feb-20,Packing Line 01,1st,0.561208954
3-Feb-20,Packing Line 01,1st,0.754006653
4-Feb-20,Packing Line 01,1st,0.875367126
5-Feb-20,Packing Line 01,1st,0.614516068
6-Feb-20,Packing Line 01,1st,0.463220367
7-Feb-20,Packing Line 01,1st,0.323852043
10-Feb-20,Packing Line 01,1st,0.536811752
11-Feb-20,Packing Line 01,1st,0.509522209
12-Feb-20,Packing Line 01,1st,0.305388889
13-Feb-20,Packing Line 01,1st,0.785888062
14-Feb-20,Packing Line 01,1st,0.925499725
17-Feb-20,Packing Line 01,1st,0.837527847
18-Feb-20,Packing Line 01,1st,0.877285156
19-Feb-20,Packing Line 01,1st,0.8003759
20-Feb-20,Packing Line 01,1st,0.871769104
21-Feb-20,Packing Line 01,1st,0.863704834
24-Feb-20,Packing Line 01,1st,0.842573166
25-Feb-20,Packing Line 01,1st,0.748946533
26-Feb-20,Packing Line 01,1st,0.881647034
27-Feb-20,Packing Line 01,1st,0.864325485
28-Feb-20,Packing Line 01,1st,0.814598007
29-Feb-20,Packing Line 01,1st,0.810544662
2-Mar-20,Packing Line 01,1st,0.856773987
3-Mar-20,Packing Line 01,1st,0.931558609
4-Mar-20,Packing Line 01,1st,0.817352982
5-Mar-20,Packing Line 01,1st,0.884333191
6-Mar-20,Packing Line 01,1st,0.895882301
7-Mar-20,Packing Line 01,1st,0.772692413
9-Mar-20,Packing Line 01,1st,0.973207436
10-Mar-20,Packing Line 01,1st,0.81574295
11-Mar-20,Packing Line 01,1st,0.91874054
12-Mar-20,Packing Line 01,1st,0.865143509
13-Mar-20,Packing Line 01,1st,0.954168167
14-Mar-20,Packing Line 01,1st,0.809451675
15-Mar-20,Packing Line 01,1st,0.804395828
16-Mar-20,Packing Line 01,1st,0.512255058
17-Mar-20,Packing Line 01,1st,0.601674576
18-Mar-20,Packing Line 01,1st,0.532980995
19-Mar-20,Packing Line 01,1st,0.786447334
20-Mar-20,Packing Line 01,1st,0.524892298
21-Mar-20,Packing Line 01,1st,0.629957657
22-Mar-20,Packing Line 01,1st,0.7361247
23-Mar-20,Packing Line 01,1st,0.763299522
24-Mar-20,Packing Line 01,1st,0.687541733
25-Mar-20,Packing Line 01,1st,0.683139114
26-Mar-20,Packing Line 01,1st,0.716425667
27-Mar-20,Packing Line 01,1st,0.745042877
28-Mar-20,Packing Line 01,1st,0.690285187
29-Mar-20,Packing Line 01,1st,0.809681358
30-Mar-20,Packing Line 01,1st,0.872767105
31-Mar-20,Packing Line 01,1st,0.748830948
1-Apr-20,Packing Line 01,1st,0.839564552
2-Apr-20,Packing Line 01,1st,0.917225647
3-Apr-20,Packing Line 01,1st,0.775061035
6-Apr-20,Packing Line 01,1st,0.784264297
8-Apr-20,Packing Line 01,1st,0.794734192
9-Apr-20,Packing Line 01,1st,0.886935806
10-Apr-20,Packing Line 01,1st,0.899832458
2-Jan-20,Packing Line 02,3rd,0.783753738
3-Jan-20,Packing Line 02,3rd,0.927371597
4-Jan-20,Packing Line 02,3rd,0.779909897
6-Jan-20,Packing Line 02,3rd,0.586576233
7-Jan-20,Packing Line 02,3rd,0.889152832
8-Jan-20,Packing Line 02,3rd,0.829315338
9-Jan-20,Packing Line 02,3rd,0.725975876
10-Jan-20,Packing Line 02,3rd,0.780370331
11-Jan-20,Packing Line 02,3rd,0.822927113
13-Jan-20,Packing Line 02,3rd,0.655861874
14-Jan-20,Packing Line 02,3rd,0.703114777
15-Jan-20,Packing Line 02,3rd,0.875095215
16-Jan-20,Packing Line 02,3rd,0.731754684
17-Jan-20,Packing Line 02,3rd,0.80546051
18-Jan-20,Packing Line 02,3rd,1.019236908
20-Jan-20,Packing Line 02,3rd,0.905090103
21-Jan-20,Packing Line 02,3rd,0.812753296
22-Jan-20,Packing Line 02,3rd,0.875538177
23-Jan-20,Packing Line 02,3rd,0.729688721
24-Jan-20,Packing Line 02,3rd,0.821057739
27-Jan-20,Packing Line 02,3rd,0.682206802
28-Jan-20,Packing Line 02,3rd,0.822866058
29-Jan-20,Packing Line 02,3rd,0.925790634
30-Jan-20,Packing Line 02,3rd,0.839703445
31-Jan-20,Packing Line 02,3rd,0.949995422
3-Feb-20,Packing Line 02,3rd,0.239626446
4-Feb-20,Packing Line 02,3rd,0.234725838
5-Feb-20,Packing Line 02,3rd,0.35933609
6-Feb-20,Packing Line 02,3rd,0.460659409
7-Feb-20,Packing Line 02,3rd,0.621972198
10-Feb-20,Packing Line 02,3rd,0.85019371
11-Feb-20,Packing Line 02,3rd,0.582246246
12-Feb-20,Packing Line 02,3rd,0.482505989
13-Feb-20,Packing Line 02,3rd,0.761977921
14-Feb-20,Packing Line 02,3rd,0.812917252
16-Feb-20,Packing Line 02,3rd,0.903233185
17-Feb-20,Packing Line 02,3rd,0.887225723
18-Feb-20,Packing Line 02,3rd,0.856227341
19-Feb-20,Packing Line 02,3rd,0.480587883
20-Feb-20,Packing Line 02,3rd,0.613969803
21-Feb-20,Packing Line 02,3rd,0.783672867
23-Feb-20,Packing Line 02,3rd,0.709905167
24-Feb-20,Packing Line 02,3rd,0.601480598
25-Feb-20,Packing Line 02,3rd,0.764414291
26-Feb-20,Packing Line 02,3rd,0.564929314
27-Feb-20,Packing Line 02,3rd,0.927376785
28-Feb-20,Packing Line 02,3rd,0.702586746
29-Feb-20,Packing Line 02,3rd,0.913391495
2-Mar-20,Packing Line 02,3rd,0.943353424
3-Mar-20,Packing Line 02,3rd,0.399676857
4-Mar-20,Packing Line 02,3rd,0.575895615
5-Mar-20,Packing Line 02,3rd,0.860897598
6-Mar-20,Packing Line 02,3rd,0.755560436
7-Mar-20,Packing Line 02,3rd,0.333841667
8-Mar-20,Packing Line 02,3rd,0.933920593
9-Mar-20,Packing Line 02,3rd,0.466823997
10-Mar-20,Packing Line 02,3rd,0.496480141
11-Mar-20,Packing Line 02,3rd,0.400862885
12-Mar-20,Packing Line 02,3rd,0.471550941
13-Mar-20,Packing Line 02,3rd,0.406747627
14-Mar-20,Packing Line 02,3rd,0.538904114
15-Mar-20,Packing Line 02,3rd,0.358226891
16-Mar-20,Packing Line 02,3rd,0.518285027
17-Mar-20,Packing Line 02,3rd,0.49782795
18-Mar-20,Packing Line 02,3rd,0.601545029
19-Mar-20,Packing Line 02,3rd,0.555166779
20-Mar-20,Packing Line 02,3rd,0.509308739
21-Mar-20,Packing Line 02,3rd,0.382061844
22-Mar-20,Packing Line 02,3rd,0.420224266
23-Mar-20,Packing Line 02,3rd,0.518073425
24-Mar-20,Packing Line 02,3rd,0.515910072
25-Mar-20,Packing Line 02,3rd,0.540803312
26-Mar-20,Packing Line 02,3rd,0.540599365
27-Mar-20,Packing Line 02,3rd,0.648786545
28-Mar-20,Packing Line 02,3rd,0.804492187
29-Mar-20,Packing Line 02,3rd,0.54203331
30-Mar-20,Packing Line 02,3rd,0.554442825
31-Mar-20,Packing Line 02,3rd,0.573014984
1-Apr-20,Packing Line 02,3rd,0.404226151
2-Apr-20,Packing Line 02,3rd,0.38193161
3-Apr-20,Packing Line 02,3rd,0.372858772
6-Apr-20,Packing Line 02,3rd,0.358169212
9-Apr-20,Packing Line 02,3rd,0.339330444
2-Jan-20,Packing Line 02,2nd,0.783243027
3-Jan-20,Packing Line 02,2nd,0.447036896
4-Jan-20,Packing Line 02,2nd,0.983443336
6-Jan-20,Packing Line 02,2nd,0.670524483
7-Jan-20,Packing Line 02,2nd,0.628935471
8-Jan-20,Packing Line 02,2nd,0.872914124
9-Jan-20,Packing Line 02,2nd,1.053952713
10-Jan-20,Packing Line 02,2nd,0.884636765
11-Jan-20,Packing Line 02,2nd,0.891002655
13-Jan-20,Packing Line 02,2nd,0.723291626
14-Jan-20,Packing Line 02,2nd,0.924797592
15-Jan-20,Packing Line 02,2nd,0.853154984
16-Jan-20,Packing Line 02,2nd,1.04143631
17-Jan-20,Packing Line 02,2nd,0.713503342
18-Jan-20,Packing Line 02,2nd,1.009207611
20-Jan-20,Packing Line 02,2nd,0.876829834
21-Jan-20,Packing Line 02,2nd,0.721818771
22-Jan-20,Packing Line 02,2nd,0.847778625
23-Jan-20,Packing Line 02,2nd,0.738968735
24-Jan-20,Packing Line 02,2nd,0.936114197
27-Jan-20,Packing Line 02,2nd,0.670362396
28-Jan-20,Packing Line 02,2nd,0.886518707
29-Jan-20,Packing Line 02,2nd,0.909590454
30-Jan-20,Packing Line 02,2nd,0.850810928
31-Jan-20,Packing Line 02,2nd,0.862575836
3-Feb-20,Packing Line 02,2nd,0.612493858
4-Feb-20,Packing Line 02,2nd,0.46762413
5-Feb-20,Packing Line 02,2nd,0.445157013
6-Feb-20,Packing Line 02,2nd,0.78539505
7-Feb-20,Packing Line 02,2nd,0.773404388
10-Feb-20,Packing Line 02,2nd,0.60370945
11-Feb-20,Packing Line 02,2nd,0.792388
12-Feb-20,Packing Line 02,2nd,0.705751801
13-Feb-20,Packing Line 02,2nd,0.577495651
14-Feb-20,Packing Line 02,2nd,0.443687706
17-Feb-20,Packing Line 02,2nd,0.454735661
18-Feb-20,Packing Line 02,2nd,0.586350632
19-Feb-20,Packing Line 02,2nd,1.014192429
20-Feb-20,Packing Line 02,2nd,0.752680511
21-Feb-20,Packing Line 02,2nd,0.874657593
24-Feb-20,Packing Line 02,2nd,0.587332935
25-Feb-20,Packing Line 02,2nd,0.924601822
26-Feb-20,Packing Line 02,2nd,0.82068512
27-Feb-20,Packing Line 02,2nd,0.454932709
28-Feb-20,Packing Line 02,2nd,0.915165329
29-Feb-20,Packing Line 02,2nd,0.85979454
2-Mar-20,Packing Line 02,2nd,0.832217445
3-Mar-20,Packing Line 02,2nd,0.998018112
4-Mar-20,Packing Line 02,2nd,0.611708527
5-Mar-20,Packing Line 02,2nd,0.784603958
6-Mar-20,Packing Line 02,2nd,0.867484131
7-Mar-20,Packing Line 02,2nd,0.964010239
8-Mar-20,Packing Line 02,2nd,0.618079681
9-Mar-20,Packing Line 02,2nd,0.801242447
10-Mar-20,Packing Line 02,2nd,0.798670273
11-Mar-20,Packing Line 02,2nd,0.582335663
12-Mar-20,Packing Line 02,2nd,0.661555023
13-Mar-20,Packing Line 02,2nd,0.631772537
14-Mar-20,Packing Line 02,2nd,0.593047981
15-Mar-20,Packing Line 02,2nd,0.620842285
16-Mar-20,Packing Line 02,2nd,0.701747932
17-Mar-20,Packing Line 02,2nd,0.601495209
18-Mar-20,Packing Line 02,2nd,0.502807083
19-Mar-20,Packing Line 02,2nd,0.561915169
20-Mar-20,Packing Line 02,2nd,0.483045235
22-Mar-20,Packing Line 02,2nd,0.563023758
23-Mar-20,Packing Line 02,2nd,0.459263039
24-Mar-20,Packing Line 02,2nd,0.571452065
25-Mar-20,Packing Line 02,2nd,0.257666912
26-Mar-20,Packing Line 02,2nd,0.438456497
27-Mar-20,Packing Line 02,2nd,0.710338211
28-Mar-20,Packing Line 02,2nd,1.194318619
29-Mar-20,Packing Line 02,2nd,0.704382019
30-Mar-20,Packing Line 02,2nd,0.564023552
31-Mar-20,Packing Line 02,2nd,0.683136902
1-Apr-20,Packing Line 02,2nd,0.725913849
2-Apr-20,Packing Line 02,2nd,0.401681137
3-Apr-20,Packing Line 02,2nd,0.56282795
6-Apr-20,Packing Line 02,2nd,0.390817261
9-Apr-20,Packing Line 02,2nd,0.314122086
10-Apr-20,Packing Line 02,2nd,0.66219635
2-Jan-20,Packing Line 02,1st,0.866281147
3-Jan-20,Packing Line 02,1st,0.693571192
4-Jan-20,Packing Line 02,1st,0.604700089
6-Jan-20,Packing Line 02,1st,0.442966461
7-Jan-20,Packing Line 02,1st,0.408479576
8-Jan-20,Packing Line 02,1st,0.866504898
9-Jan-20,Packing Line 02,1st,0.672971446
10-Jan-20,Packing Line 02,1st,0.719187164
11-Jan-20,Packing Line 02,1st,1.007891884
13-Jan-20,Packing Line 02,1st,0.531512203
14-Jan-20,Packing Line 02,1st,0.535407619
15-Jan-20,Packing Line 02,1st,0.720092049
16-Jan-20,Packing Line 02,1st,0.889616318
17-Jan-20,Packing Line 02,1st,0.583384094
18-Jan-20,Packing Line 02,1st,0.838510106
20-Jan-20,Packing Line 02,1st,0.664597702
21-Jan-20,Packing Line 02,1st,0.304244766
22-Jan-20,Packing Line 02,1st,0.660757065
23-Jan-20,Packing Line 02,1st,0.768279877
24-Jan-20,Packing Line 02,1st,0.747473831
27-Jan-20,Packing Line 02,1st,0.204746056
28-Jan-20,Packing Line 02,1st,0.814181824
29-Jan-20,Packing Line 02,1st,0.554493484
30-Jan-20,Packing Line 02,1st,0.851197205
31-Jan-20,Packing Line 02,1st,0.749697571
2-Feb-20,Packing Line 02,1st,0.37340435
4-Feb-20,Packing Line 02,1st,0.389050903
5-Feb-20,Packing Line 02,1st,0.278834915
6-Feb-20,Packing Line 02,1st,0.161388988
7-Feb-20,Packing Line 02,1st,0.760454483
10-Feb-20,Packing Line 02,1st,0.84960022
11-Feb-20,Packing Line 02,1st,0.860489807
12-Feb-20,Packing Line 02,1st,0.966715775
13-Feb-20,Packing Line 02,1st,0.785311661
14-Feb-20,Packing Line 02,1st,0.451294632
17-Feb-20,Packing Line 02,1st,0.758521652
18-Feb-20,Packing Line 02,1st,0.807188873
19-Feb-20,Packing Line 02,1st,0.81751564
20-Feb-20,Packing Line 02,1st,0.752747726
21-Feb-20,Packing Line 02,1st,0.572897987
24-Feb-20,Packing Line 02,1st,0.658533249
25-Feb-20,Packing Line 02,1st,0.69928833
26-Feb-20,Packing Line 02,1st,0.529162598
27-Feb-20,Packing Line 02,1st,0.614583626
28-Feb-20,Packing Line 02,1st,0.977804489
29-Feb-20,Packing Line 02,1st,0.797527466
2-Mar-20,Packing Line 02,1st,0.749900818
3-Mar-20,Packing Line 02,1st,0.721744003
4-Mar-20,Packing Line 02,1st,0.683051605
5-Mar-20,Packing Line 02,1st,0.931661797
6-Mar-20,Packing Line 02,1st,0.910278168
7-Mar-20,Packing Line 02,1st,0.406292152
9-Mar-20,Packing Line 02,1st,0.82253334
10-Mar-20,Packing Line 02,1st,0.679006958
11-Mar-20,Packing Line 02,1st,0.54780777
12-Mar-20,Packing Line 02,1st,0.587284889
13-Mar-20,Packing Line 02,1st,0.54827034
14-Mar-20,Packing Line 02,1st,0.543058815
15-Mar-20,Packing Line 02,1st,0.492179222
16-Mar-20,Packing Line 02,1st,0.517781677
17-Mar-20,Packing Line 02,1st,0.612562141
18-Mar-20,Packing Line 02,1st,0.649222126
19-Mar-20,Packing Line 02,1st,0.597779388
20-Mar-20,Packing Line 02,1st,0.554778938
21-Mar-20,Packing Line 02,1st,0.425737724
22-Mar-20,Packing Line 02,1st,0.683818359
23-Mar-20,Packing Line 02,1st,0.422736931
24-Mar-20,Packing Line 02,1st,0.484726696
25-Mar-20,Packing Line 02,1st,0.404015884
26-Mar-20,Packing Line 02,1st,0.519188995
27-Mar-20,Packing Line 02,1st,0.56872551
28-Mar-20,Packing Line 02,1st,0.51677906
29-Mar-20,Packing Line 02,1st,0.653754807
30-Mar-20,Packing Line 02,1st,0.62212204
31-Mar-20,Packing Line 02,1st,0.510573959
1-Apr-20,Packing Line 02,1st,0.498721848
2-Apr-20,Packing Line 02,1st,0.341319046
3-Apr-20,Packing Line 02,1st,0.326209145
6-Apr-20,Packing Line 02,1st,0.320802078
7-Apr-20,Packing Line 02,1st,0.39995018
10-Apr-20,Packing Line 02,1st,0.385841198
8-Jan-20,Packing Line 03,3rd,0
21-Jan-20,Packing Line 03,3rd,0.304805527
22-Jan-20,Packing Line 03,3rd,0
27-Jan-20,Packing Line 03,3rd,0.096195574
13-Mar-20,Packing Line 03,3rd,0
20-Mar-20,Packing Line 03,3rd,0
21-Mar-20,Packing Line 03,3rd,0
24-Mar-20,Packing Line 03,3rd,0
27-Mar-20,Packing Line 03,3rd,0.75062439
28-Mar-20,Packing Line 03,3rd,0.73481781
29-Mar-20,Packing Line 03,3rd,0.522400513
31-Mar-20,Packing Line 03,3rd,0.569644508
1-Apr-20,Packing Line 03,3rd,0.681550674
2-Apr-20,Packing Line 03,3rd,0.616275902
6-Apr-20,Packing Line 03,3rd,0.470848351
7-Apr-20,Packing Line 03,3rd,0.536650467
8-Apr-20,Packing Line 03,3rd,0.706672745
9-Apr-20,Packing Line 03,3rd,0.38329052
7-Jan-20,Packing Line 03,2nd,0.243809128
14-Jan-20,Packing Line 03,2nd,0.181025629
15-Jan-20,Packing Line 03,2nd,0.287457771
16-Jan-20,Packing Line 03,2nd,0.352379303
23-Jan-20,Packing Line 03,2nd,0.326724052
24-Jan-20,Packing Line 03,2nd,0.272780418
27-Jan-20,Packing Line 03,2nd,0.241742516
3-Feb-20,Packing Line 03,2nd,0.274054642
5-Feb-20,Packing Line 03,2nd,0.332025604
10-Mar-20,Packing Line 03,2nd,0
11-Mar-20,Packing Line 03,2nd,0
16-Mar-20,Packing Line 03,2nd,0
19-Mar-20,Packing Line 03,2nd,0
20-Mar-20,Packing Line 03,2nd,0
21-Mar-20,Packing Line 03,2nd,0
22-Mar-20,Packing Line 03,2nd,0
23-Mar-20,Packing Line 03,2nd,0
24-Mar-20,Packing Line 03,2nd,0
25-Mar-20,Packing Line 03,2nd,0
27-Mar-20,Packing Line 03,2nd,0.425879593
28-Mar-20,Packing Line 03,2nd,0.689196243
29-Mar-20,Packing Line 03,2nd,0.70844162
30-Mar-20,Packing Line 03,2nd,0.619028187
31-Mar-20,Packing Line 03,2nd,0.619177284
1-Apr-20,Packing Line 03,2nd,0.675971069
2-Apr-20,Packing Line 03,2nd,0.791869965
6-Apr-20,Packing Line 03,2nd,0.719348221
7-Apr-20,Packing Line 03,2nd,0.373112183
8-Apr-20,Packing Line 03,2nd,0.90197876
9-Apr-20,Packing Line 03,2nd,0.605102844
10-Apr-20,Packing Line 03,2nd,0.704948044
9-Jan-20,Packing Line 03,1st,0.271549664
15-Jan-20,Packing Line 03,1st,0.250961876
